,bsz,clip,epoch,gnorm,loss,lr,nll_loss,num_updates,oom,ppl,train_wall,ups,wall,wpb,wps
7,265.0,0%,38.0,0.129,2.952,0.00019734,0.944,102714.0,0.0,1.92,68590.0,1.3,16913.0,3657.0,5075.0
8,265.0,0%,39.0,0.128,2.95,0.000194794,0.942,105417.0,0.0,1.92,70360.0,1.3,19047.0,3657.0,5075.0
9,265.0,0%,40.0,0.128,2.949,0.000192343,0.941,108120.0,0.0,1.92,72130.0,1.3,21180.0,3657.0,5077.0
57,265.0,0%,41.0,0.129,2.947,0.000189983,0.938,110823.0,0.0,1.92,73900.0,1.4,1967.0,3657.0,5077.0
10,265.0,0%,41.0,0.129,2.947,0.000189983,0.938,110823.0,0.0,1.92,73900.0,1.2,23388.0,3657.0,5076.0
58,265.0,0%,42.0,0.128,2.947,0.000187708,0.938,113526.0,0.0,1.92,75670.0,1.3,4105.0,3657.0,5076.0
11,265.0,0%,42.0,0.128,2.947,0.000187708,0.938,113526.0,0.0,1.92,75670.0,1.3,25521.0,3657.0,5076.0
59,265.0,0%,43.0,0.128,2.947,0.000185512,0.938,116229.0,0.0,1.92,77440.0,1.3,6239.0,3657.0,5076.0
12,265.0,0%,43.0,0.128,2.947,0.000185512,0.938,116229.0,0.0,1.92,77440.0,1.3,27655.0,3657.0,5076.0
60,265.0,0%,44.0,0.128,2.944,0.000183392,0.935,118932.0,0.0,1.91,79210.0,1.3,8373.0,3657.0,5075.0
61,265.0,0%,45.0,0.127,2.944,0.000181343,0.935,121635.0,0.0,1.91,80980.0,1.3,10507.0,3657.0,5076.0
62,265.0,0%,46.0,0.128,2.943,0.000179361,0.935,124338.0,0.0,1.91,82750.0,1.3,12641.0,3657.0,5076.0
63,265.0,0%,47.0,0.127,2.943,0.000177443,0.934,127041.0,0.0,1.91,84520.0,1.3,14776.0,3657.0,5075.0
64,265.0,0%,48.0,0.126,2.942,0.000175585,0.933,129744.0,0.0,1.91,86290.0,1.3,16909.0,3657.0,5076.0
