,Step,Value,Wall time
0,1000,9.43963623046875,1541675502.323728
1,2000,6.857285022735596,1541676550.9973664
2,3000,4.5390825271606445,1541677602.6298118
3,4000,3.6707513332366943,1541678656.336925
4,5000,3.3851211071014404,1541679707.094239
5,6000,3.1375021934509277,1541684175.54394
6,7000,3.0229010581970215,1541685226.245446
7,8000,2.8582613468170166,1541686276.2574542
8,9000,2.7292308807373047,1541687330.8643713
9,10000,2.6099209785461426,1541688381.8629632
10,11000,2.554567813873291,1541691169.366772
11,12000,2.43532657623291,1541693940.6883538
12,13000,2.3468220233917236,1541694991.3842244
13,14000,2.298353433609009,1541696042.4224968
14,15000,2.2465741634368896,1541697095.6432853
15,16000,2.182187080383301,1541699887.7043686
16,17000,2.112346649169922,1541702659.8218696
17,18000,2.0506436824798584,1541703711.6092901
18,19000,1.9979159832000732,1541704762.667332
19,20000,1.9386122226715088,1541705817.2783134
20,21000,1.8811942338943481,1541708652.0402555
21,22000,1.8392479419708252,1541709703.859445
22,23000,1.7453646659851074,1541712475.7644029
23,24000,1.6899985074996948,1541713526.1183891
24,25000,1.6411343812942505,1541714583.9182942
25,26000,1.5790822505950928,1541717386.1084518
26,27000,1.5304412841796875,1541718438.0854647
27,28000,1.5405364036560059,1541721208.371039
28,29000,1.4155795574188232,1541722261.4576712
29,30000,1.370341181755066,1541723313.979188
30,31000,1.4210776090621948,1541726098.1217105
31,32000,1.2988550662994385,1541727152.169409
32,33000,1.2892756462097168,1541728205.9428582
33,34000,1.2307685613632202,1541730984.935769
34,35000,1.2164758443832397,1541732037.3148134
35,36000,1.2030059099197388,1541734811.404111
36,37000,1.1837328672409058,1541735857.0025558
37,38000,1.1675034761428833,1541736901.434916
38,39000,1.163316249847412,1541737945.9835355
39,40000,1.1323723793029785,1541740697.1878114
40,41000,1.124427318572998,1541743466.195942
41,42000,1.1130996942520142,1541744508.858452
42,43000,1.1082497835159302,1541745553.8894083
43,44000,1.0985671281814575,1541746597.9264534
44,45000,1.0881166458129883,1541749350.579145
45,46000,1.0818239450454712,1541752117.1949558
46,47000,1.0780127048492432,1541753159.3094206
47,48000,1.0773292779922485,1541754204.4948163
48,49000,1.0701016187667847,1541755249.366157
49,50000,1.0687326192855835,1541756293.1110466
