,Step,Value,Wall time
0,1000,1.8023412227630615,1541059541.3290257
1,2000,1.5286937952041626,1541059966.5396945
2,3000,1.2303727865219116,1541060391.896416
3,4000,1.1649692058563232,1541060810.472759
4,5000,1.0995196104049683,1541061227.82171
5,6000,1.0719956159591675,1541061668.0653389
6,7000,1.050858497619629,1541062087.6975784
7,8000,1.0358375310897827,1541062509.347838
8,9000,1.0240892171859741,1541062929.8564863
9,10000,1.0193742513656616,1541063350.167928
10,11000,1.01331627368927,1541063790.7183414
11,12000,1.0098129510879517,1541064212.240108
12,13000,1.0067399740219116,1541064632.2074337
13,14000,1.0058315992355347,1541065052.8309586
14,15000,1.004307508468628,1541065473.3733487
15,16000,1.0036839246749878,1541065914.3025591
16,17000,1.0034966468811035,1541066334.9454608
17,18000,1.003097414970398,1541066755.735164
18,19000,1.0033096075057983,1541067176.9886785
19,20000,1.002801775932312,1541067577.5476043
20,21000,1.0026956796646118,1541068016.9786797
21,22000,1.002440094947815,1541068437.409995
22,23000,1.0023757219314575,1541068857.9484918
23,24000,1.0022737979888916,1541069277.863789
24,25000,1.002221703529358,1541069698.2634673
25,26000,1.0021997690200806,1541070138.4074008
26,27000,1.002111792564392,1541070559.0251975
27,28000,1.0020406246185303,1541070979.4326377
28,29000,1.0019652843475342,1541071399.5549905
29,30000,1.0019303560256958,1541071820.3980873
30,31000,1.0020147562026978,1541072261.1347044
31,32000,1.0019413232803345,1541072681.4941018
32,33000,1.0019150972366333,1541073102.7786236
33,34000,1.0018855333328247,1541073523.8077903
34,35000,1.0018494129180908,1541073945.035785
35,36000,1.002176284790039,1541074386.0696328
36,37000,1.0018121004104614,1541074807.3173997
37,38000,1.0021589994430542,1541075228.797585
38,39000,1.001848578453064,1541075650.092664
39,40000,1.0018699169158936,1541076051.2016165
40,41000,1.001819133758545,1541076492.039532
41,42000,1.001961350440979,1541076913.2943408
42,43000,1.0018186569213867,1541077334.6423247
43,44000,1.0018236637115479,1541077756.179049
44,45000,1.0016610622406006,1541078177.761421
45,46000,1.001682162284851,1541078623.2773707
46,47000,1.0016636848449707,1541079045.7145443
47,48000,1.0016686916351318,1541079468.006597
48,49000,1.0016745328903198,1541079890.241128
49,50000,1.0016276836395264,1541080312.6769958
