,bsz,clip,epoch,gnorm,loss,lr,nll_loss,num_updates,oom,ppl,train_wall,ups,wall,wpb,wps
0,237.0,100%,1.0,2.564,7.08,0.5,6.406,50.0,0.0,84.8,70.0,0.7,75.0,3211.0,2205.0
1,237.0,100%,2.0,2.332,5.013,0.5,3.947,100.0,0.0,15.42,140.0,0.6,151.0,3211.0,2219.0
2,237.0,100%,3.0,1.664,3.727,0.5,2.464,150.0,0.0,5.52,210.0,0.6,228.0,3211.0,2208.0
3,237.0,100%,4.0,1.051,2.942,0.5,1.549,200.0,0.0,2.93,281.0,0.6,305.0,3211.0,2220.0
4,237.0,100%,5.0,0.644,2.59,0.5,1.187,250.0,0.0,2.28,351.0,0.6,382.0,3211.0,2219.0
5,237.0,100%,6.0,0.58,2.461,0.5,1.05,300.0,0.0,2.07,421.0,0.7,459.0,3211.0,2222.0
6,237.0,100%,7.0,0.485,2.295,0.5,0.862,350.0,0.0,1.82,491.0,0.7,536.0,3211.0,2217.0
7,237.0,100%,8.0,0.44,2.168,0.5,0.728,400.0,0.0,1.66,561.0,0.7,613.0,3211.0,2218.0
8,237.0,100%,9.0,0.333,2.019,0.5,0.569,450.0,0.0,1.48,631.0,0.7,690.0,3211.0,2209.0
9,237.0,100%,10.0,0.319,1.941,0.5,0.481,500.0,0.0,1.4,701.0,0.7,766.0,3211.0,2206.0
10,237.0,100%,11.0,0.34,1.915,0.5,0.458,550.0,0.0,1.37,772.0,0.6,843.0,3211.0,2214.0
11,237.0,98%,12.0,0.261,1.844,0.5,0.383,600.0,0.0,1.3,842.0,0.6,920.0,3211.0,2215.0
12,237.0,98%,13.0,0.252,1.802,0.5,0.351,650.0,0.0,1.28,912.0,0.6,997.0,3211.0,2213.0
13,237.0,100%,14.0,0.235,1.769,0.5,0.305,700.0,0.0,1.24,982.0,0.7,1074.0,3211.0,2212.0
14,237.0,88%,15.0,0.233,1.748,0.5,0.29,750.0,0.0,1.22,1053.0,0.7,1151.0,3211.0,2228.0
15,237.0,92%,16.0,0.179,1.713,0.5,0.255,800.0,0.0,1.19,1123.0,0.7,1228.0,3211.0,2216.0
16,237.0,86%,17.0,0.189,1.702,0.5,0.246,850.0,0.0,1.19,1193.0,0.7,1305.0,3211.0,2220.0
17,237.0,80%,18.0,0.156,1.675,0.5,0.223,900.0,0.0,1.17,1263.0,0.7,1382.0,3211.0,2203.0
18,237.0,58%,19.0,0.117,1.651,0.5,0.204,950.0,0.0,1.15,1333.0,0.7,1459.0,3211.0,2219.0
19,237.0,36%,20.0,0.108,1.641,0.5,0.196,1000.0,0.0,1.15,1403.0,0.7,1535.0,3211.0,2214.0
20,237.0,60%,21.0,0.119,1.642,0.5,0.192,1050.0,0.0,1.14,1473.0,0.7,1612.0,3211.0,2209.0
